User_ID,Gender,Age,Occupation
1002664,M,36-45,7
1002665,M,36-45,11
1002666,M,46-50,16
1002668,F,26-35,4
1002669,M,46-50,0
1002670,M,36-45,6
1002671,F,36-45,12
1002672,M,36-45,7
1002673,M,36-45,7
1002674,M,26-35,4
1002675,M,36-45,18
1002676,M,55+,20
1002678,M,26-35,6
1002679,F,18-25,4
1002680,M,26-35,12
1002681,F,26-35,4
1002682,M,18-25,4
1002683,M,36-45,7
1002684,F,18-25,0
1002685,M,46-50,7
1002686,M,26-35,0
1002687,M,0-17,10
1002688,M,26-35,17
1002689,M,26-35,12
1002691,M,18-25,4
1002692,F,18-25,4
1002693,M,55+,13
1002694,M,18-25,4
1002695,M,36-45,11
1002696,M,26-35,7
1002697,F,51-55,17
1002699,F,55+,13
1002700,M,26-35,7
1002701,M,46-50,1
1002703,M,36-45,11
1002704,M,55+,13
1002705,M,26-35,1
1002706,F,26-35,1
1002707,M,55+,13
1002710,M,36-45,17
1002711,F,26-35,4
1002712,F,18-25,19
1002713,M,26-35,7
1002714,M,18-25,4
1002715,F,51-55,4
1002717,M,26-35,4
1002718,F,26-35,4
1002719,M,26-35,12
1002720,M,36-45,0
1002724,F,46-50,2
1002725,M,36-45,7
1002726,M,46-50,11
1002727,M,26-35,11
1002728,M,36-45,12
1002729,M,51-55,7
1002730,M,36-45,11
1002731,M,36-45,7
1002732,M,46-50,17
1002733,M,46-50,17
1002734,F,18-25,4
1002735,M,26-35,7
1002736,M,46-50,12
1002737,M,26-35,3
1002738,F,51-55,2
1002740,M,46-50,17
1002741,M,26-35,14
1002742,M,26-35,17
1002743,M,26-35,14
1002744,M,18-25,17
1002745,F,36-45,1
1002747,F,18-25,4
1002748,M,26-35,4
1002749,M,26-35,12
1002750,F,26-35,15
1002751,F,26-35,16
1002752,M,26-35,15
1002753,F,51-55,20
1002754,M,51-55,12
1002755,M,36-45,7
1002756,M,18-25,4
1002757,M,26-35,2
1002760,M,55+,0
1002761,M,36-45,6
1002762,M,51-55,16
1002763,F,18-25,4
1002764,M,26-35,7
1002765,M,51-55,7
1002766,M,46-50,7
1002767,M,26-35,0
1002768,M,26-35,17
1002769,M,26-35,7
1002770,M,36-45,1
1002771,M,18-25,1
1002772,M,36-45,17
1002773,M,36-45,2
1002774,M,26-35,1
1002775,F,18-25,4
1002776,M,26-35,14
1002777,M,18-25,4
1002778,M,55+,13
1002779,M,36-45,7
1002780,M,26-35,17
1002781,M,36-45,4
1002782,F,18-25,4
1002783,M,46-50,17
1002784,M,51-55,20
1002785,M,55+,13
1002786,M,26-35,4
1002787,M,26-35,4
1002788,M,55+,1
1002789,M,18-25,4
1002790,M,26-35,20
1002792,M,18-25,4
1002793,M,36-45,7
1002794,M,26-35,2
1002795,M,51-55,13
1002796,M,26-35,14
1002797,F,26-35,7
1002798,M,36-45,20
1002799,M,18-25,0
1002800,F,18-25,4
1002801,F,26-35,3
1002802,M,36-45,20
1002803,M,26-35,7
1002804,F,36-45,0
1002806,M,0-17,10
1002807,F,36-45,11
1002808,M,55+,16
1002809,M,26-35,7
1002810,F,0-17,10
1002811,M,26-35,19
1002812,M,26-35,17
1002813,M,26-35,20
1002814,M,36-45,7
1002817,M,36-45,12
1002818,M,26-35,12
1002819,M,46-50,14
1002820,F,36-45,0
1002822,M,51-55,7
1002823,M,26-35,4
1002824,M,18-25,4
1002825,F,26-35,20
1002826,M,36-45,12
1002828,M,18-25,4
1002830,M,36-45,7
1002831,M,26-35,0
1002832,M,26-35,17
1002833,M,26-35,15
1002834,M,36-45,1
1002835,M,36-45,20
1002837,M,18-25,0
1002838,M,18-25,1
1002839,M,26-35,17
1002840,M,26-35,0
1002841,M,51-55,12
1002842,M,36-45,17
1002844,M,26-35,20
1002845,M,26-35,4
1002846,F,18-25,4
1002847,M,18-25,4
1002848,M,26-35,0
1002849,M,46-50,11
1002852,M,26-35,12
1002853,M,0-17,1
1002854,F,18-25,4
1002855,M,26-35,4
1002856,M,36-45,11
1002857,M,26-35,0
1002858,F,0-17,10
1002859,M,18-25,1
1002860,M,36-45,17
1002861,M,26-35,15
1002862,M,46-50,7
1002863,F,26-35,2
1002864,F,36-45,3
1002865,F,26-35,6
1002866,M,26-35,7
1002868,M,36-45,12
1002869,M,51-55,17
1002870,M,51-55,18
1002872,M,26-35,20
1002873,F,18-25,4
1002874,F,36-45,20
1002876,M,26-35,17
1002877,M,36-45,1
1002878,F,51-55,20
1002879,M,18-25,4
1002880,M,18-25,12
1002881,F,26-35,12
1002882,M,18-25,20
1002883,M,18-25,20
1002884,F,51-55,3
1002885,F,18-25,1
1002886,M,18-25,4
1002887,M,26-35,3
1002888,M,26-35,14
1002889,M,36-45,3
1002890,M,36-45,7
1002891,F,18-25,4
1002892,M,26-35,4
1002894,M,18-25,4
1002895,M,26-35,11
1002896,M,18-25,14
1002897,M,26-35,5
1002899,M,36-45,14
1002900,M,18-25,12
1002901,M,26-35,17
1002903,M,26-35,16
1002904,M,26-35,4
1002905,M,36-45,17
1002906,M,36-45,19
1002907,F,36-45,5
1002908,M,18-25,2
1002909,M,26-35,7
1002910,M,0-17,19
1002911,F,26-35,4
1002913,F,36-45,20
1002914,M,26-35,4
1002915,M,26-35,7
1002916,M,46-50,2
1002917,M,26-35,0
1002918,M,26-35,12
1002919,M,18-25,17
1002920,M,26-35,2
1002921,M,51-55,1
1002922,M,26-35,17
1002926,F,18-25,2
1002927,M,26-35,12
1002928,M,26-35,2
1002929,M,18-25,2
1002930,M,51-55,17
1002931,M,18-25,4
1002933,M,36-45,11
1002934,F,36-45,20
1002935,M,26-35,0
1002937,F,18-25,4
1002938,F,26-35,0
1002939,F,26-35,15
1002941,M,36-45,12
1002942,F,51-55,1
1002943,M,36-45,12
1002945,F,36-45,17
1002946,M,36-45,16
1002947,F,26-35,0
1002948,M,18-25,14
1002949,M,26-35,17
1002950,M,18-25,0
1002951,F,36-45,14
1002952,M,26-35,4
1002953,M,26-35,20
1002954,M,18-25,2
1002955,M,36-45,14
1002956,M,26-35,12
1002957,M,18-25,4
1002958,M,26-35,7
1002959,M,36-45,17
1002960,M,18-25,4
1002961,M,51-55,17
1002962,M,36-45,3
1002963,F,18-25,4
1002966,F,26-35,4
1002967,M,26-35,0
1002968,F,18-25,0
1002969,M,26-35,7
1002970,M,18-25,4
1002971,M,26-35,4
1002972,M,26-35,4
1002973,F,18-25,4
1002974,M,18-25,4
1002975,M,36-45,11
1002977,F,18-25,4
1002978,M,36-45,20
1002980,M,46-50,7
1002981,M,46-50,6
1002982,M,26-35,4
1002983,M,18-25,4
1002984,M,26-35,4
1002985,M,18-25,4
1002986,M,26-35,4
1002987,M,18-25,4
1002988,F,18-25,6
1002989,M,36-45,12
1002990,M,36-45,12
1002991,M,51-55,1
1002992,M,18-25,4
1002993,M,18-25,19
1002994,M,36-45,5
1002995,M,26-35,15
1002996,M,18-25,0
1002997,F,36-45,16
1002998,F,26-35,1
1002999,M,26-35,7
1003000,M,26-35,4
1003001,M,18-25,4
1003002,M,46-50,11
1003003,M,18-25,15
1003004,F,18-25,4
1003005,M,26-35,17
1003006,M,18-25,4
1003007,M,36-45,0
1003008,M,18-25,4
1003010,M,26-35,12
1003011,M,26-35,1
1003012,M,26-35,12
1003013,M,46-50,17
1003014,M,36-45,7
1003015,M,55+,6
1003017,F,36-45,9
1003018,M,36-45,0
1003019,M,51-55,12
1003020,F,36-45,7
1003022,M,26-35,17
1003023,F,26-35,7
1003024,M,36-45,17
1003025,F,36-45,0
1003026,F,18-25,4
1003027,M,18-25,4
1003028,M,0-17,10
1003029,M,18-25,4
1003030,M,36-45,1
1003031,M,18-25,4
1003032,M,26-35,0
1003033,M,18-25,4
1003034,F,18-25,1
1003035,F,26-35,7
1003036,M,55+,13
1003037,F,26-35,2
1003038,F,36-45,2
1003039,F,51-55,3
1003040,M,26-35,8
1003041,M,26-35,4
1003042,M,55+,1
1003043,M,18-25,2
1003044,M,36-45,16
1003045,M,46-50,1
1003046,M,0-17,4
1003047,F,26-35,4
1003048,M,18-25,2
1003049,F,51-55,0
1003050,M,36-45,12
1003051,M,18-25,17
1003052,M,36-45,12
1003053,F,26-35,3
1003054,M,18-25,4
1003055,F,26-35,3
1003056,M,26-35,18
1003057,F,26-35,12
1003058,M,18-25,12
1003059,M,36-45,0
1003060,F,36-45,1
1003061,M,46-50,2
1003062,M,18-25,4
1003063,M,18-25,4
1003064,M,36-45,17
1003065,F,18-25,4
1003066,M,18-25,4
1003067,F,26-35,0
1003069,M,18-25,4
1003070,F,18-25,4
1003071,M,26-35,1
1003072,M,51-55,1
1003073,M,26-35,0
1003074,M,26-35,0
1003075,F,26-35,11
1003077,M,18-25,4
1003078,F,36-45,1
1003079,F,26-35,1
1003080,M,26-35,20
1003081,M,26-35,7
1003082,F,36-45,6
1003083,F,51-55,0
1003084,M,26-35,16
1003085,M,26-35,4
1003086,M,18-25,12
1003087,F,0-17,1
1003089,M,46-50,16
1003090,M,26-35,2
1003091,F,26-35,0
1003092,M,36-45,15
1003093,F,46-50,20
1003094,M,36-45,0
1003095,F,26-35,3
1003096,F,46-50,3
1003097,F,26-35,5
1003098,M,26-35,4
1003099,M,26-35,17
1003100,F,26-35,6
1003101,M,18-25,15
1003102,M,26-35,12
1003104,M,18-25,17
1003105,M,36-45,12
1003106,M,26-35,0
1003108,M,51-55,6
1003109,F,26-35,11
1003110,M,26-35,0
1003111,M,18-25,4
1003112,M,18-25,12
1003113,M,26-35,10
1003114,M,18-25,5
1003115,M,36-45,17
1003116,M,26-35,12
1003118,M,26-35,0
1003119,M,46-50,1
1003121,M,26-35,2
1003122,F,26-35,7
1003123,M,26-35,2
1003124,M,26-35,12
1003125,M,26-35,7
1003126,M,26-35,2
1003127,F,26-35,0
1003128,M,18-25,2
1003129,M,26-35,7
1003130,M,26-35,7
1003131,F,26-35,2
1003132,M,36-45,7
1003134,M,18-25,4
1003135,M,26-35,15
1003136,F,26-35,4
1003138,M,36-45,17
1003140,F,26-35,4
1003141,M,26-35,14
1003142,M,26-35,20
1003143,F,51-55,16
1003144,F,26-35,7
1003145,M,18-25,4
1003146,M,26-35,0
1003147,M,26-35,14
1003148,M,18-25,20
1003149,M,18-25,4
1003150,F,26-35,3
1003151,F,26-35,0
1003152,M,18-25,4
1003153,F,26-35,4
1003154,F,26-35,4
1003155,M,26-35,7
1003156,M,36-45,7
1003157,M,26-35,12
1003158,M,26-35,15
1003159,F,26-35,15
1003160,M,26-35,17
1003161,M,26-35,7
1003164,M,18-25,12
1003165,M,36-45,7
1003166,M,18-25,4
1003167,M,26-35,2
1003168,F,36-45,5
1003169,M,51-55,0
1003170,M,26-35,0
1003171,F,51-55,3
1003172,M,18-25,12
1003173,M,26-35,12
1003174,F,18-25,14
1003175,M,36-45,16
1003177,F,26-35,6
1003178,F,36-45,5
1003180,M,26-35,14
1003182,M,26-35,12
1003183,M,51-55,7
1003184,F,26-35,18
1003185,M,18-25,7
1003187,M,36-45,12
1003189,M,26-35,16
1003190,M,0-17,17
1003191,M,26-35,12
1003192,M,18-25,4
1003193,M,26-35,0
1003194,M,26-35,15
1003195,M,18-25,4
1003196,F,18-25,4
1003197,F,18-25,14
1003198,M,26-35,12
1003199,M,18-25,0
1003200,F,26-35,1
1003201,M,46-50,7
1003202,F,18-25,4
1003203,M,36-45,0
1003204,M,46-50,16
1003205,F,36-45,16
1003206,M,18-25,20
1003207,M,36-45,7
1003208,M,26-35,14
1003209,M,26-35,0
1003211,M,51-55,16
1003212,F,26-35,17
1003213,F,26-35,1
1003215,F,51-55,13
1003216,M,36-45,1
1003217,F,36-45,0
1003218,M,55+,6
1003219,F,18-25,4
1003220,M,36-45,7
1003222,M,36-45,7
1003223,M,26-35,20
1003224,F,26-35,14
1003225,M,18-25,0
1003226,M,36-45,4
1003227,F,26-35,14
1003229,F,55+,1
1003230,M,36-45,16
1003231,M,26-35,7
1003232,M,36-45,12
1003233,M,51-55,2
1003234,F,0-17,0
1003237,M,36-45,7
1003238,M,36-45,7
1003239,F,26-35,12
1003240,M,18-25,4
1003241,F,51-55,0
1003242,M,51-55,13
1003243,M,26-35,12
1003245,M,18-25,2
1003246,F,36-45,1
1003248,F,26-35,7
1003249,F,26-35,4
1003250,M,26-35,4
1003251,M,36-45,17
1003253,F,36-45,4
1003254,F,36-45,6
1003256,M,26-35,15
1003257,M,26-35,14
1003258,M,46-50,6
1003259,F,18-25,4
1003260,M,26-35,4
1003261,M,46-50,20
1003262,M,26-35,14
1003263,M,51-55,11
1003264,F,26-35,1
1003265,M,26-35,15
1003266,F,26-35,4
1003267,M,26-35,4
1003268,M,26-35,12
1003269,F,18-25,20
1003270,M,18-25,11
1003272,M,36-45,0
1003274,M,26-35,20
1003277,M,26-35,17
1003278,M,36-45,7
1003279,M,46-50,15
1003280,M,26-35,7
1003281,M,26-35,17
1003282,M,46-50,3
1003283,M,36-45,16
1003285,M,26-35,4
1003286,F,36-45,7
1003288,M,26-35,14
1003290,M,26-35,14
1003291,F,26-35,7
1003292,F,51-55,6
1003294,M,18-25,4
1003295,M,18-25,18
1003296,M,18-25,14
1003297,M,18-25,4
1003299,F,26-35,4
1003300,M,36-45,5
1003301,F,26-35,2
1003302,M,26-35,17
1003303,M,55+,17
1003304,F,46-50,5
1003305,M,55+,20
1003306,M,46-50,14
1003308,F,18-25,20
1003309,M,26-35,17
1003311,M,26-35,4
1003312,F,18-25,4
1003313,M,36-45,20
1003314,M,26-35,7
1003315,M,26-35,12
1003316,M,0-17,19
1003317,M,26-35,4
1003318,M,55+,13
1003319,F,55+,13
1003320,M,26-35,1
1003321,M,36-45,1
1003322,F,18-25,4
1003323,M,36-45,14
1003324,M,36-45,17
1003326,M,46-50,7
1003327,M,18-25,12
1003328,M,55+,19
1003329,M,51-55,18
1003331,F,26-35,7
1003332,M,26-35,7
1003333,M,18-25,16
1003334,M,36-45,0
1003335,M,26-35,0
1003336,M,36-45,17
1003337,M,26-35,4
1003338,M,46-50,16
1003339,M,26-35,17
1003340,M,46-50,16
1003341,M,26-35,20
1003342,F,26-35,5
1003343,F,18-25,4
1003345,M,26-35,7
1003346,M,36-45,7
1003347,F,36-45,7
1003348,M,46-50,16
1003349,F,18-25,4
1003351,F,18-25,5
1003352,M,36-45,0
1003353,M,36-45,17
1003354,M,26-35,7
1003355,M,26-35,1
1003356,M,36-45,7
1003357,M,26-35,18
1003358,F,26-35,1
1003359,M,26-35,20
1003360,F,26-35,0
1003361,M,26-35,4
1003362,F,26-35,0
1003363,F,36-45,9
1003364,M,55+,13
1003365,M,51-55,17
1003366,M,36-45,14
1003367,M,51-55,16
1003368,M,26-35,14
1003370,M,18-25,4
1003371,M,26-35,2
1003372,M,55+,13
1003373,M,18-25,16
1003374,M,36-45,5
1003377,M,26-35,17
1003378,M,18-25,4
1003379,M,36-45,1
1003380,M,51-55,0
1003381,M,26-35,0
1003382,F,0-17,10
1003383,M,55+,16
1003384,M,36-45,7
1003385,F,26-35,9
1003386,M,18-25,4
1003387,M,18-25,1
1003389,M,18-25,0
1003390,F,46-50,20
1003391,M,18-25,4
1003392,M,51-55,6
1003393,M,36-45,12
1003394,M,36-45,7
1003395,M,26-35,7
1003396,M,26-35,12
1003397,M,26-35,5
1003398,M,18-25,20
1003399,M,26-35,4
1003400,M,26-35,14
1003401,M,36-45,7
1003402,M,36-45,20
1003403,M,36-45,5
1003404,M,26-35,8
1003405,M,36-45,14
1003408,M,26-35,17
1003410,M,36-45,1
1003411,M,18-25,4
1003412,M,26-35,18
1003413,F,26-35,17
1003414,M,26-35,17
1003415,M,36-45,7
1003416,M,26-35,12
1003417,F,18-25,2
1003418,F,18-25,3
1003419,M,46-50,1
1003420,F,26-35,7
1003422,M,26-35,5
1003423,M,26-35,7
1003424,M,26-35,6
1003425,M,18-25,20
1003426,M,26-35,20
1003427,M,26-35,14
1003428,M,46-50,1
1003429,F,26-35,7
1003430,F,46-50,1
1003431,F,46-50,6
1003432,M,26-35,12
1003433,M,18-25,12
1003434,M,18-25,4
1003435,M,46-50,1
1003436,M,36-45,0
1003438,F,26-35,0
1003439,M,18-25,17
1003440,M,55+,17
1003441,F,26-35,14
1003442,M,18-25,12
1003444,M,51-55,14
1003445,F,36-45,20
1003447,M,26-35,12
1003449,M,26-35,14
1003450,M,26-35,5
1003451,F,26-35,11
1003453,M,36-45,7
1003454,M,18-25,0
1003456,M,26-35,17
1003457,M,26-35,20
1003458,M,46-50,0
1003460,M,0-17,4
1003461,M,36-45,0
1003462,F,26-35,4
1003463,M,26-35,15
1003464,F,26-35,14
1003465,M,26-35,14
1003466,M,26-35,14
1003467,M,26-35,14
1003468,M,26-35,20
1003469,M,46-50,17
1003470,M,36-45,17
1003471,M,18-25,4
1003472,M,26-35,6
1003473,F,36-45,16
1003474,M,36-45,11
1003475,M,26-35,14
1003476,M,51-55,0
1003477,F,51-55,1
1003478,M,26-35,7
1003479,M,18-25,4
1003480,M,26-35,0
1003481,M,18-25,4
1003482,M,51-55,17
1003483,F,46-50,7
1003484,M,18-25,4
1003485,M,26-35,0
1003486,F,18-25,0
1003487,M,18-25,4
1003488,M,46-50,17
1003489,M,18-25,4
1003490,M,26-35,0
1003491,M,26-35,16
1003492,M,36-45,7
1003493,M,26-35,17
1003494,M,26-35,1
1003496,M,36-45,5
1003497,F,36-45,2
1003498,M,26-35,17
1003499,M,26-35,3
1003500,M,36-45,7
1003501,F,36-45,7
1003503,M,18-25,4
1003504,M,18-25,7
1003505,F,26-35,15
1003506,M,18-25,12
1003507,M,26-35,0
1003508,M,18-25,4
1003509,M,18-25,4
1003510,F,18-25,4
1003511,M,51-55,0
1003512,M,18-25,17
1003513,M,26-35,16
1003514,M,18-25,12
1003515,M,36-45,3
1003516,M,18-25,4
1003517,M,18-25,12
1003518,F,18-25,7
1003519,F,26-35,14
1003521,M,26-35,0
1003522,M,18-25,0
1003523,M,36-45,7
1003524,F,26-35,0
1003525,F,18-25,4
1003526,M,36-45,2
1003527,M,26-35,0
1003528,M,36-45,5
1003529,F,46-50,1
1003530,M,26-35,0
1003531,F,26-35,11
1003532,F,36-45,14
1003533,M,26-35,2
1003535,M,46-50,18
1003536,M,18-25,4
1003537,M,0-17,10
1003538,M,36-45,0
1003539,F,26-35,4
1003540,M,18-25,17
1003541,M,26-35,3
1003543,M,26-35,17
1003544,F,26-35,4
1003545,M,36-45,12
1003546,M,26-35,20
1003547,M,36-45,16
1003549,F,36-45,7
1003550,M,26-35,5
1003551,F,55+,0
1003552,F,36-45,2
1003553,M,36-45,16
1003554,M,26-35,15
1003555,M,55+,7
1003556,M,26-35,17
1003557,M,18-25,5
1003558,M,18-25,17
1003559,M,18-25,4
1003560,F,26-35,6
1003562,F,26-35,6
1003563,M,26-35,2
1003564,M,26-35,11
1003565,M,26-35,18
1003567,M,26-35,14
1003568,M,26-35,0
1003569,F,18-25,2
1003571,M,18-25,4
1003572,M,36-45,11
1003573,M,0-17,10
1003574,F,36-45,6
1003575,M,26-35,18
1003576,M,51-55,7
1003577,F,55+,0
1003578,M,51-55,3
1003579,M,18-25,0
1003580,F,18-25,3
1003581,M,18-25,1
1003582,F,36-45,0
1003583,F,26-35,9
1003585,M,36-45,20
1003586,M,36-45,20
1003588,M,26-35,2
1003589,F,46-50,0
1003590,F,18-25,15
1003591,M,36-45,6
1003592,F,55+,2
1003593,F,26-35,9
1003594,M,0-17,0
1003595,M,26-35,0
1003596,F,36-45,4
1003597,M,26-35,17
1003598,M,55+,1
1003599,M,26-35,16
1003600,M,36-45,20
1003601,F,36-45,3
1003603,F,36-45,7
1003604,F,0-17,10
1003605,M,18-25,12
1003606,F,26-35,15
1003607,M,36-45,17
1003608,F,36-45,9
1003609,F,26-35,17
1003610,M,18-25,6
1003611,M,26-35,2
1003612,M,26-35,14
1003613,M,26-35,0
1003614,M,26-35,0
1003615,M,26-35,17
1003616,M,46-50,0
1003618,M,55+,17
1003619,M,51-55,16
1003620,M,26-35,7
1003621,M,18-25,4
1003622,M,18-25,1
1003624,M,26-35,12
1003625,M,18-25,10
1003626,M,26-35,17
1003628,M,26-35,7
1003629,F,51-55,7
1003630,M,18-25,4
1003633,M,36-45,18
1003634,M,51-55,1
1003635,M,51-55,1
1003637,M,26-35,6
1003638,M,26-35,2
1003639,M,18-25,4
1003640,M,36-45,7
1003641,M,26-35,0
1003642,F,26-35,7
1003643,M,26-35,17
1003644,F,26-35,11
1003645,M,36-45,17
1003646,M,36-45,20
1003647,M,26-35,7
1003648,M,18-25,4
1003649,F,26-35,0
1003650,M,26-35,0
1003651,M,26-35,14
1003652,M,26-35,12
1003653,M,18-25,15
1003654,M,26-35,17
1003655,F,26-35,7
1003656,F,46-50,5
1003657,M,18-25,17
1003658,F,26-35,7
1003659,M,18-25,4
1003660,M,36-45,7
1003661,M,36-45,12
1003662,M,36-45,16
1003663,F,36-45,9
1003664,F,36-45,1
1003665,M,26-35,0
1003667,F,0-17,10
1003669,M,26-35,14
1003670,M,46-50,14
1003671,M,26-35,4
1003672,M,36-45,5
1003673,M,26-35,2
1003675,M,36-45,7
1003676,F,36-45,12
1003677,F,26-35,12
1003678,M,26-35,0
1003679,M,26-35,4
1003680,F,26-35,1
1003681,M,26-35,7
1003682,F,51-55,1
1003683,M,26-35,2
1003684,M,26-35,17
1003685,M,26-35,5
1003686,M,26-35,7
1003687,F,51-55,1
1003688,M,18-25,6
1003689,M,26-35,0
1003690,M,18-25,0
1003691,M,26-35,7
1003692,M,36-45,17
1003693,M,26-35,15
1003694,M,26-35,12
1003695,M,26-35,2
1003696,M,36-45,7
1003697,M,26-35,15
1003698,M,26-35,7
1003699,F,55+,3
1003700,M,26-35,14
1003701,M,36-45,1
1003702,M,36-45,15
1003703,M,18-25,12
1003704,F,36-45,0
1003705,M,46-50,7
1003706,M,26-35,12
1003707,F,18-25,0
1003708,M,55+,7
1003709,M,26-35,12
1003710,M,0-17,10
1003711,M,36-45,0
1003712,M,26-35,17
1003713,F,26-35,7
1003714,M,26-35,17
1003715,M,18-25,5
1003716,M,18-25,12
1003717,M,36-45,17
1003718,M,51-55,17
1003719,M,26-35,1
1003720,M,46-50,7
1003721,M,26-35,15
1003723,M,26-35,14
1003724,M,36-45,6
1003725,M,18-25,4
1003726,M,26-35,17
1003727,M,36-45,7
1003728,M,18-25,4
1003729,M,18-25,4
1003730,M,26-35,1
1003731,M,26-35,17
1003732,M,26-35,17
1003733,M,18-25,4
1003735,M,26-35,0
1003736,M,36-45,1
1003737,M,26-35,14
1003739,M,55+,11
1003740,M,18-25,5
1003741,M,26-35,0
1003742,M,26-35,0
1003743,F,36-45,7
1003744,M,26-35,0
1003745,F,26-35,9
1003746,M,26-35,5
1003747,M,46-50,13
1003748,M,18-25,4
1003749,F,26-35,0
1003750,F,18-25,4
1003751,F,36-45,12
1003752,F,18-25,1
1003753,M,26-35,7
1003754,M,55+,7
1003755,F,51-55,14
1003756,M,18-25,12
1003757,M,26-35,7
1003758,F,36-45,5
1003759,M,36-45,6
1003760,M,51-55,0
1003761,M,26-35,17
1003762,M,51-55,6
1003763,M,26-35,2
1003764,M,26-35,1
1003766,F,18-25,1
1003767,M,26-35,0
1003768,M,26-35,4
1003769,M,26-35,15
1003770,F,36-45,3
1003771,M,26-35,1
1003772,M,36-45,17
1003773,M,36-45,6
1003774,M,26-35,0
1003775,M,36-45,12
1003776,F,26-35,4
1003777,M,18-25,4
1003778,M,26-35,0
1003779,F,46-50,2
1003780,M,0-17,0
1003781,F,55+,11
1003782,F,26-35,0
1003784,F,26-35,1
1003785,F,26-35,20
1003787,F,26-35,0
1003788,F,18-25,0
1003789,F,26-35,0
1003790,F,26-35,17
1003791,M,51-55,18
1003792,M,26-35,6
1003793,M,18-25,4
1003794,F,18-25,4
1003795,F,18-25,4
1003796,M,46-50,14
1003797,M,26-35,7
1003798,M,26-35,7
1003799,M,18-25,0
1003800,M,18-25,1
1003801,M,18-25,12
1003802,M,18-25,0
1003804,M,26-35,6
1003805,F,36-45,1
1003806,M,18-25,4
1003807,F,36-45,19
1003808,M,26-35,7
1003810,M,51-55,7
1003811,M,26-35,15
1003812,M,36-45,17
1003814,M,26-35,15
1003815,M,26-35,17
1003816,F,26-35,3
1003817,M,36-45,3
1003819,M,26-35,12
1003820,M,26-35,17
1003821,M,26-35,20
1003822,M,46-50,20
1003823,M,55+,7
1003824,M,26-35,17
1003825,M,18-25,1
1003827,M,51-55,2
1003828,M,26-35,20
1003829,F,26-35,1
1003830,M,18-25,4
1003831,F,18-25,6
1003832,F,26-35,7
1003833,M,26-35,1
1003834,M,18-25,2
1003835,M,26-35,7
1003836,F,51-55,8
1003837,M,26-35,17
1003838,F,26-35,14
1003839,M,51-55,14
1003840,F,26-35,0
1003841,M,46-50,18
1003842,F,36-45,16
1003843,F,0-17,10
1003844,M,18-25,4
1003845,M,26-35,12
1003846,M,36-45,0
1003847,M,26-35,7
1003848,M,26-35,15
1003849,M,36-45,0
1003850,M,18-25,3
1003852,M,51-55,16
1003853,M,26-35,14
1003854,M,26-35,14
1003855,M,26-35,17
1003856,F,36-45,20
1003857,M,18-25,14
1003858,F,46-50,9
1003859,M,26-35,0
1003860,M,46-50,17
1003861,M,18-25,4
1003862,M,26-35,17
1003864,M,51-55,20
1003865,F,0-17,10
1003866,M,46-50,14
1003868,M,18-25,12
1003869,M,18-25,17
1003871,M,18-25,4
1003872,M,26-35,1
1003873,F,46-50,2
1003874,M,26-35,7
1003875,M,26-35,0
1003876,M,26-35,0
1003878,M,36-45,16
1003879,M,26-35,3
1003880,M,26-35,7
1003881,M,18-25,2
1003882,M,55+,14
1003884,M,18-25,4
1003885,M,26-35,12
1003886,M,36-45,7
1003887,M,18-25,4
1003888,M,46-50,17
1003889,M,46-50,6
1003890,M,18-25,4
1003891,F,55+,16
1003892,M,26-35,20
1003893,M,26-35,6
1003894,M,36-45,16
1003895,F,36-45,0
1003896,M,36-45,0
1003897,M,55+,17
1003898,M,46-50,11
1003900,F,26-35,14
1003901,M,18-25,14
1003902,M,26-35,5
1003903,M,26-35,0
1003904,M,0-17,10
1003905,M,26-35,17
1003906,M,51-55,17
1003907,F,18-25,14
1003908,M,26-35,0
1003909,M,18-25,17
1003910,M,26-35,20
1003912,M,26-35,4
1003913,M,18-25,17
1003914,M,36-45,4
1003916,M,26-35,4
1003917,F,36-45,9
1003918,M,26-35,18
1003919,M,46-50,0
1003920,M,36-45,17
1003921,M,26-35,14
1003922,M,18-25,4
1003923,M,36-45,2
1003924,M,51-55,12
1003925,M,26-35,12
1003927,F,26-35,16
1003928,M,26-35,0
1003929,M,26-35,5
1003930,M,55+,3
1003931,M,26-35,5
1003932,M,26-35,7
1003934,M,26-35,0
1003935,M,36-45,18
1003937,M,55+,2
1003938,M,26-35,2
1003939,M,46-50,7
1003940,M,36-45,20
1003941,M,46-50,17
1003942,M,18-25,4
1003943,F,36-45,7
1003944,F,36-45,16
1003945,F,46-50,1
1003946,F,26-35,12
1003947,M,26-35,0
1003948,F,46-50,12
1003949,M,46-50,0
1003950,M,26-35,4
1003951,F,18-25,4
1003952,F,46-50,1
1003953,M,26-35,12
1003954,M,18-25,4
1003955,M,36-45,0
1003956,M,26-35,0
1003957,M,36-45,11
1003958,M,46-50,7
1003960,F,36-45,14
1003961,M,26-35,1
1003962,F,55+,0
1003963,M,51-55,20
1003964,M,55+,16
1003965,M,18-25,11
1003966,M,26-35,0
1003967,F,18-25,2
1003968,M,26-35,2
1003970,F,26-35,2
1003971,F,18-25,4
1003972,F,26-35,6
1003973,M,26-35,7
1003974,M,36-45,0
1003975,F,26-35,5
1003976,F,26-35,0
1003977,M,36-45,14
1003978,M,36-45,13
1003979,F,51-55,9
1003980,M,26-35,4
1003981,F,46-50,0
